11-08-2025 08:35:13 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
14-08-2025 05:21:42 | hqaz-merwebprd1 | En línea | Latencia: 90.0 ms
14-08-2025 05:22:43 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 05:23:44 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 05:24:45 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:25:46 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:26:47 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:27:48 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:28:49 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:29:50 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:30:52 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:31:53 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:32:54 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:33:55 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:34:56 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:35:57 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:36:58 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:37:59 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:39:00 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:40:01 | hqaz-merwebprd1 | En línea | Latencia: 86.0 ms
14-08-2025 05:41:02 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:42:03 | hqaz-merwebprd1 | En línea | Latencia: 80.0 ms
14-08-2025 05:43:05 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:44:06 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:45:07 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:46:08 | hqaz-merwebprd1 | En línea | Latencia: 84.0 ms
14-08-2025 05:47:09 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:48:10 | hqaz-merwebprd1 | En línea | Latencia: 93.0 ms
14-08-2025 05:49:11 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:50:12 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:51:13 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:52:14 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:53:15 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:54:16 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:55:18 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:56:19 | hqaz-merwebprd1 | En línea | Latencia: 83.0 ms
14-08-2025 05:57:20 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 05:58:21 | hqaz-merwebprd1 | En línea | Latencia: 106.0 ms
14-08-2025 05:59:22 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:00:23 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:01:24 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:02:25 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:03:26 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:04:28 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:05:29 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:06:30 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:07:31 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:08:32 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:09:33 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 06:10:34 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:11:35 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:12:36 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:13:37 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 06:14:38 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:15:39 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:16:40 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:17:41 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:18:43 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:19:44 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:20:45 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:21:46 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 06:22:47 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 06:23:48 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:24:49 | hqaz-merwebprd1 | En línea | Latencia: 78.0 ms
14-08-2025 06:25:50 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:26:51 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:27:52 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:28:53 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:29:54 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:30:55 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:31:56 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:32:58 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:33:59 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:35:00 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:36:01 | hqaz-merwebprd1 | En línea | Latencia: 85.0 ms
14-08-2025 06:37:02 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:38:03 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:39:04 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:40:05 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:41:17 | hqaz-merwebprd1 | En línea | Latencia: 86.0 ms
14-08-2025 06:42:18 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:43:19 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:44:20 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:45:21 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 06:46:22 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:47:23 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:48:25 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:49:26 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:50:27 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:51:28 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:52:29 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:53:30 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 06:54:31 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:55:32 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:56:33 | hqaz-merwebprd1 | En línea | Latencia: 77.0 ms
14-08-2025 06:57:34 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 06:58:35 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 06:59:36 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:00:37 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 07:01:38 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:02:39 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:03:41 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:04:42 | hqaz-merwebprd1 | En línea | Latencia: 96.0 ms
14-08-2025 07:05:43 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:06:44 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 07:07:45 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 07:08:46 | hqaz-merwebprd1 | En línea | Latencia: 78.0 ms
14-08-2025 07:09:47 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:10:48 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:11:49 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 07:12:50 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:13:52 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:14:53 | hqaz-merwebprd1 | En línea | Latencia: 78.0 ms
14-08-2025 07:15:54 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:16:55 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 07:17:56 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:18:57 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:19:58 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:21:00 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:22:01 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:23:02 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:24:03 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:25:04 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:26:05 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:27:16 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:28:18 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:29:19 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 07:30:20 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:31:21 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:32:22 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:33:23 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:34:24 | hqaz-merwebprd1 | En línea | Latencia: 90.0 ms
14-08-2025 07:35:25 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:36:26 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 07:37:27 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 07:38:28 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:39:30 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:40:31 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:41:32 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:42:33 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:43:34 | hqaz-merwebprd1 | En línea | Latencia: 84.0 ms
14-08-2025 07:44:35 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:45:36 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:46:37 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:47:38 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:48:40 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:49:41 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:50:42 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 07:51:43 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:52:44 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
14-08-2025 07:53:45 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 07:54:46 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:55:47 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:56:48 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:57:49 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:58:50 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 07:59:51 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:00:52 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:01:54 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:02:55 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:03:56 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:04:57 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:05:58 | hqaz-merwebprd1 | En línea | Latencia: 117.0 ms
14-08-2025 08:06:59 | hqaz-merwebprd1 | En línea | Latencia: 78.0 ms
14-08-2025 08:08:01 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:09:02 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:10:03 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 08:11:04 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:12:05 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 08:13:06 | hqaz-merwebprd1 | En línea | Latencia: 77.0 ms
14-08-2025 08:14:07 | hqaz-merwebprd1 | En línea | Latencia: 88.0 ms
14-08-2025 08:15:08 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:16:09 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 08:17:10 | hqaz-merwebprd1 | En línea | Latencia: 94.0 ms
14-08-2025 08:18:12 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:19:13 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:20:14 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:21:15 | hqaz-merwebprd1 | En línea | Latencia: 81.0 ms
14-08-2025 08:22:16 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 08:23:17 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
14-08-2025 08:24:18 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:25:19 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:26:20 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 08:27:22 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:28:23 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 08:29:24 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:30:25 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:31:26 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:32:27 | hqaz-merwebprd1 | En línea | Latencia: 81.0 ms
14-08-2025 08:33:28 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:34:29 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 08:35:30 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:36:32 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 08:37:33 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:38:34 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 08:39:35 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:40:36 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:41:37 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:42:38 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
14-08-2025 08:43:39 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:44:41 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:45:42 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 08:46:43 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
14-08-2025 08:47:44 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:48:45 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:49:46 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:50:47 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 08:51:48 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 08:52:50 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:53:51 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:54:52 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:55:53 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:56:54 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:57:55 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 08:59:10 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:00:45 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:01:46 | hqaz-merwebprd1 | En línea | Latencia: 90.0 ms
14-08-2025 09:02:58 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 09:03:59 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:05:00 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:06:01 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 09:07:02 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 09:08:03 | hqaz-merwebprd1 | En línea | Latencia: 95.0 ms
14-08-2025 09:09:04 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:10:05 | hqaz-merwebprd1 | En línea | Latencia: 82.0 ms
14-08-2025 09:11:17 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 09:12:18 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
14-08-2025 09:13:19 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:14:20 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:15:21 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:16:22 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 09:17:23 | hqaz-merwebprd1 | En línea | Latencia: 86.0 ms
14-08-2025 09:18:25 | hqaz-merwebprd1 | En línea | Latencia: 83.0 ms
14-08-2025 09:19:40 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 09:21:10 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 09:22:11 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:23:12 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
14-08-2025 09:24:13 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:25:14 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:26:15 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:27:17 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:28:18 | hqaz-merwebprd1 | En línea | Latencia: 78.0 ms
14-08-2025 09:29:19 | hqaz-merwebprd1 | En línea | Latencia: 82.0 ms
14-08-2025 09:30:20 | hqaz-merwebprd1 | En línea | Latencia: 78.0 ms
14-08-2025 09:31:21 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:32:22 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:33:23 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 09:34:24 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:35:25 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:36:26 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 09:37:27 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:38:29 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:39:30 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:40:31 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:41:32 | hqaz-merwebprd1 | En línea | Latencia: 80.0 ms
14-08-2025 09:42:33 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:43:34 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:44:35 | hqaz-merwebprd1 | En línea | Latencia: 81.0 ms
14-08-2025 09:45:36 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:46:37 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:47:38 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:48:39 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:49:40 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:50:41 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:51:42 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:52:43 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:53:44 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:54:45 | hqaz-merwebprd1 | En línea | Latencia: 85.0 ms
14-08-2025 09:55:47 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:56:48 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:57:49 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:58:50 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 09:59:51 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:00:52 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:01:53 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 10:02:54 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:03:56 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:04:57 | hqaz-merwebprd1 | En línea | Latencia: 85.0 ms
14-08-2025 10:05:59 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:07:00 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:08:01 | hqaz-merwebprd1 | En línea | Latencia: 83.0 ms
14-08-2025 10:09:02 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:10:03 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:11:04 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:12:05 | hqaz-merwebprd1 | En línea | Latencia: 78.0 ms
14-08-2025 10:13:07 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:14:08 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:15:09 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:16:10 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 10:17:11 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:18:12 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:19:13 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 10:20:14 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:21:15 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:22:16 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:23:17 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:24:18 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:25:19 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 10:26:20 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:27:22 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:28:23 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:29:24 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:30:25 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
14-08-2025 10:31:26 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:32:27 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:33:28 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:34:29 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:35:30 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
14-08-2025 10:36:31 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 10:37:32 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
14-08-2025 10:38:34 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:39:35 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:40:36 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:41:37 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 10:42:38 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:43:39 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
14-08-2025 10:44:40 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
14-08-2025 10:45:41 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
